Wavelength	Name	Ionization Stage	RelInt
334.331	V	2	3
334.334	Cr	1	33
334.337	Ti	1	5
334.341	W	2	9
334.362	Th	2	315
334.367	Fe	1	5
334.371	Nb	1	18
334.371	Zr	1	11
334.372	Mo	1	13
334.373	Mn	1	33
334.374	Cu	2	3
334.375	Cr	1	33
334.377	Ti	2	63
334.381	Zr	2	23
334.385	W	1	10
334.386	Ce	2	53
334.390	Pt	1	103
334.396	Nb	2	6
334.420	Rh	1	103
334.424	Co	1	7
334.424	Nb	2	3
334.432	Re	1	153
334.433	Ce	1	11
334.444	W	1	3
334.451	Ca	1	103
334.451	Cr	1	23
334.453	Ru	1	67
334.456	La	2	351
334.463	Ti	1	3
334.466	Ag	1	3
334.475	Mo	1	91
334.476	Ce	2	59
334.479	Zr	2	31
334.490	W	2	16
334.493	Ti	1	9
334.502	Zn	1	1101
334.507	Ni	2	1
334.508	W	1	18
334.514	Cr	1	18
334.523	Ce	1	4
334.532	K	1	1
334.532	Ru	1	66
334.535	Mn	1	16
334.536	Cr	1	20
334.543	Be	1	3
334.543	Ce	1	21
334.557	Mo	1	8
334.557	Zn	1	601
334.568	Fe	1	2
334.586	W	3	26
334.589	U	1	420
334.590	V	2	126
334.593	Ni	2	1
334.593	Zn	1	201
334.594	In	2	1
334.601	Cr	1	71
334.602	Ni	2	1
334.603	Er	2	461
334.606	In	2	1
334.611	W	1	10
334.612	Mo	2	31
334.616	Ce	1	35
334.620	Re	1	131
334.628	Nb	2	31
334.631	Co	1	36
334.639	Mo	2	33
334.651	Ce	2	46
334.656	Th	2	169
334.670	Ca	1	39
334.671	Cr	1	181
334.673	Ti	2	91
334.676	Nb	2	36
334.693	Nb	1	46
334.694	Co	1	131
334.694	Fe	1	61
334.702	Mo	1	71
334.714	Ni	2	31
334.725	Mo	2	32
334.743	S	1	1
334.744	Cs	1	31
334.744	W	2	7
334.746	Cr	1	13
334.747	Ce	1	9
334.749	Cs	1	1
334.750	Fe	1	4
334.755	Nb	1	5
334.757	Co	1	8
334.762	Ru	1	67
334.764	Er	2	281
334.773	Er	2	225
334.783	Cr	2	161
334.783	Dy	2	313
334.793	Fe	1	251
334.802	Ru	1	54
334.807	Mo	1	8
334.811	Co	1	81
334.819	Ce	1	49
334.828	Nb	2	42
334.829	W	2	43
334.837	V	2	41
334.853	Ti	1	48
334.870	Ru	1	91
334.872	Rb	1	141
334.876	Er	2	171
334.877	Ce	1	47
334.878	Nb	2	42
334.882	Cs	1	56
334.882	Ti	2	53
334.884	Ni	2	41
334.888	W	2	41
334.892	Mo	2	42
334.895	Th	2	155
334.903	Ti	2	166
334.907	Cr	1	166
334.907	Nb	1	121
334.919	Mo	1	12
334.921	Ta	2	1
334.922	Co	1	4
334.923	Ni	2	1
334.929	Cu	1	111
334.934	Cr	3	86
334.934	W	2	13
334.935	Nb	2	106
334.940	Ce	1	10
334.940	Ti	2	501
334.945	Cs	1	1
334.946	Cu	2	3
334.952	Co	1	8
334.952	Nb	1	36
334.953	W	1	12
334.954	Au	1	16
334.973	Fe	1	2
334.996	Ce	2	31
334.999	Tm	1	716
335.006	Er	2	963
335.009	Gd	2	332
335.021	Ca	1	101
335.025	Ru	2	11
335.026	Er	2	309
335.028	Fe	1	9
335.029	Mo	1	6
335.036	Ca	1	16
335.037	Co	1	5
335.040	Mn	1	5
335.042	Ni	2	1
335.048	Gd	2	1348
335.054	Ti	1	11
335.059	Ag	1	3
335.063	W	3	5
335.068	Ce	1	21
335.069	Nb	1	11
335.074	Ce	1	11
335.089	Rb	1	151
335.093	Ce	1	4
335.107	Ce	2	4
335.111	Mo	1	9
335.114	Co	1	5
335.118	W	1	9
335.122	Zr	1	5
335.125	Sr	1	316
335.130	Hg	1	31
335.142	Mn	1	5
335.145	Al	2	1
335.151	Mo	1	14
335.152	Ce	1	13
335.152	Fe	1	131
335.152	W	1	7
335.154	Co	1	46
335.160	Cr	1	46
335.161	Hg	1	11
335.166	Mn	1	19
335.167	Ti	2	12
335.174	Os	1	61
335.175	Ce	1	14
335.175	Fe	1	91
335.193	Ru	1	61
335.196	W	1	18
335.197	Cr	1	61
335.197	Sn	2	11
335.204	Cu	2	11
335.205	Sc	2	23
335.206	Hf	2	41
335.207	Ti	2	19
335.208	Ag	1	11
335.210	Te	2	1
335.228	Ce	2	27
335.228	Nb	1	11
335.233	In	2	1
335.239	W	2	14
335.243	Sn	1	101
335.256	Ni	2	1
335.259	Nb	1	26
335.269	Dy	2	771
335.277	W	1	17
335.280	Co	2	31
335.283	Nb	2	6
335.286	Nb	1	13
335.292	Ti	1	28
335.293	Ce	2	19
335.293	Fe	1	9
335.295	W	3	23
335.298	Ce	2	13
335.302	Cr	1	51
335.312	Cr	2	66
335.315	Zr	1	3
335.327	Fe	1	16
335.329	Ce	3	41
335.335	Nb	1	9
335.350	Nb	2	31
335.355	W	1	16
335.360	Nd	2	550
335.363	Cr	1	31
335.365	Ru	1	55
335.365	Zr	1	21
335.367	Nb	1	8
335.367	Se	2	1
335.373	Sc	2	111
335.374	W	1	10
335.378	V	2	3
335.394	Ce	1	11
335.395	Th	2	159
335.405	N	3	1
335.406	Fe	1	41
335.412	Mo	1	11
335.414	Ca	1	2
335.418	Th	2	268
335.421	Co	1	31
335.438	Co	1	201
335.439	Zr	2	11
335.445	W	1	11
335.447	Cu	1	31
335.448	Mo	1	11
335.452	Ce	2	11
335.463	Ti	1	101
335.474	Nb	1	21
335.475	Ce	1	3
335.476	Mo	1	9
335.486	Sb	1	3
335.497	W	1	6
335.498	Mo	1	6
335.498	S	1	1
335.502	Ce	2	24
335.506	Dy	2	525
335.510	Bi	2	1
335.511	Co	1	11
335.519	Au	1	26
335.523	Fe	1	201
335.526	Th	2	149
335.529	Re	1	61
335.536	Ca	1	4
335.536	Cd	2	1
335.536	Ce	1	5
335.536	V	2	31
335.541	Nb	1	11
335.548	Mn	1	4
335.553	I	2	1
335.591	Nd	2	301
335.594	Co	1	11
335.607	Ce	1	9
335.609	Zr	2	91
335.619	Ti	1	12
335.621	Dy	2	518
335.626	Fe	2	4
335.635	V	1	186
335.638	Cr	1	36
335.640	Fe	1	44
335.641	Ce	2	28
335.641	S	1	1
335.645	Mo	1	14
335.646	Nb	1	14
335.647	Co	1	153
335.669	Fe	1	36
335.671	W	1	28
335.676	Ce	1	29
335.676	Cr	1	56
335.680	Ba	1	61
335.684	Co	1	46
335.704	Nb	1	31
335.707	Mo	2	21
335.709	W	1	25
335.721	Ce	2	51
335.726	Zr	2	71
335.739	Cr	2	27
335.756	Fe	1	23
335.761	Gd	1	486
335.772	Ce	1	29
335.778	Mo	2	46
335.785	Co	1	29
335.792	Ce	1	29
335.797	Os	1	121
335.800	Co	1	36
335.812	Mo	1	81
335.825	Fe	2	24
335.826	Ti	1	56
335.829	Hf	2	31
335.831	W	2	21
335.834	Ca	1	21
335.842	Ce	1	29
335.842	Nb	1	121
335.844	Au	1	26
335.847	Ti	1	36
335.849	Ce	1	29
335.849	Cr	2	61
335.853	Ta	1	91
335.860	Co	2	21
335.860	W	2	51
335.863	Gd	2	1035
335.868	Ni	2	1
335.874	In	1	7
335.878	Hg	1	1
335.891	Fe	1	6
335.909	Co	1	36
335.910	Ru	1	91
335.911	Ni	1	61
335.918	Cr	1	26
335.920	Mo	1	10
335.923	W	2	7
335.929	Co	1	103
335.930	Ce	1	11
335.934	Ca	1	5
335.944	Ce	1	9
335.946	Dy	2	568
335.949	Fe	1	16
335.953	Mo	1	4
335.956	Lu	1	1060
335.968	Sc	2	51
335.977	Nd	2	351
335.981	Fe	1	11
335.990	Rh	1	101
335.996	Zr	2	13
336.001	U	1	387
336.006	Ca	1	1
336.006	Hf	1	9
336.009	B	1	3
336.010	Fe	2	5
336.015	Cr	1	21
336.016	Th	2	166
336.028	Mo	2	1
336.029	Ce	1	4
336.030	Cr	2	51
336.031	Fe	1	4
336.032	W	2	5
336.036	Ce	1	3
336.037	Ni	2	1
336.040	Ce	1	3
336.046	Zr	1	21
336.049	P	1	1
336.054	Ce	2	40
336.071	Ce	1	6
336.074	W	1	7
336.085	In	1	7
336.090	Nb	2	54
336.093	Fe	1	9
336.099	Ce	1	4
336.100	Ti	1	12
336.101	Er	2	208
336.105	C	2	13
336.109	Co	1	6
336.111	W	2	26
336.115	Os	1	101
336.120	Bi	1	24
336.121	Au	1	24
336.121	Ti	2	121
336.123	Ce	1	29
336.124	Ni	1	31
336.126	Co	1	39
336.126	Tl	1	101
336.127	Sc	2	46
336.137	Mo	1	51
336.151	V	2	21
336.155	Ce	2	31
336.156	Co	1	101
336.156	Ni	1	521
336.158	Pb	1	21
336.162	Th	2	599
336.164	Ta	1	146
336.167	Er	2	382
336.172	C	2	21
336.174	Th	2	247
336.176	Ce	2	46
336.177	Cr	2	31
336.182	Ti	1	33
336.185	Ce	2	29
336.185	W	1	27
336.186	Ni	2	21
336.192	Ca	1	146
336.194	Sc	2	46
336.195	Fe	1	27
336.197	W	1	25
336.200	Ru	1	81
336.200	Y	2	33
336.210	Ti	1	27
336.213	Ca	1	36
336.217	Nb	2	21
336.218	Rh	1	121
336.222	Cr	1	89
336.224	Gd	2	1262
336.228	Ca	1	4
336.228	Fe	1	7
336.234	Ru	1	56
336.236	Mo	1	51
336.261	W	2	3
336.262	Tm	2	771
336.265	Ti	2	8
336.268	Zr	2	12
336.270	Cr	1	41
336.272	Mo	1	10
336.279	Te	1	1
336.280	Co	1	81
336.281	Ni	1	101
336.286	Nb	1	6
336.293	Ce	1	4
336.301	Mo	2	6
336.306	Zr	1	7
336.320	Ce	1	7
336.327	Co	1	35
336.333	W	1	15
336.336	Ce	1	7
336.345	Ni	2	5
336.353	Ce	1	13
336.354	V	1	30
336.361	Ni	1	25
336.361	Ti	1	7
336.368	Th	2	203
336.372	W	2	9
336.373	Cr	2	13
336.374	Nb	1	15
336.376	Co	1	85
336.378	Mo	1	45
336.381	Fe	1	11
336.382	Zr	2	17
336.401	Ce	1	15
336.408	Er	2	363
336.412	Os	1	105
336.426	Co	1	35
336.428	Fe	1	12
336.432	Ni	2	5
336.434	Ce	2	23
336.440	Fe	1	7
336.456	W	2	5
336.459	Ni	1	20
336.462	Ce	1	17
336.469	Cr	1	5
336.469	Th	2	289
336.482	Ce	2	20
336.490	Ti	1	10
336.494	Nd	2	327
336.501	Co	1	13
336.517	Ni	2	5
336.531	Mo	2	5
336.532	Ce	1	13
336.535	Cu	1	75
336.539	Mo	1	10
336.547	Mo	1	10
336.552	Cr	1	30
336.555	V	1	130
336.559	Nb	2	10
336.565	Cu	2	5
336.570	Ce	1	10
336.577	Ni	1	405
336.581	Dy	2	347
336.583	Ce	1	20
336.588	Nb	1	7
336.593	W	1	13
336.594	Nb	2	6
336.614	Mo	2	5
336.617	Ni	1	405
336.617	Ti	3	25
336.621	Mn	1	10
336.626	Cu	2	5
336.633	Sr	1	105
336.652	Th	2	313
336.655	Ce	2	35
336.656	Cu	2	5
336.666	Ta	1	55
336.667	Ce	1	7
336.669	Er	1	1048
336.672	W	2	5
336.679	Fe	1	55
336.681	Ni	1	65
336.687	Fe	1	55
336.688	V	1	25
336.693	Mo	2	5
336.693	Sb	1	8
336.696	Fe	2	7
336.696	Nb	1	25
336.699	Pt	1	30
336.708	Nb	1	7
336.711	Co	1	305
336.715	Ce	1	7
336.716	Fe	1	15
336.716	Mo	1	10
336.721	W	1	11
336.731	Ce	1	13
336.738	Nb	1	10
336.740	Mo	1	10
336.752	Ce	1	10
336.754	Cr	1	55
336.755	W	1	10
336.763	Be	1	26
336.763	Mo	1	6
336.765	W	1	9
336.766	Gd	2	292
336.767	Ni	2	1
336.767	V	2	6
336.777	Ce	1	6
336.779	Ca	3	7
336.782	Zr	2	21
336.788	Ti	1	4
336.789	Ni	1	81
336.796	Mo	2	103
336.797	W	1	9
336.802	Er	2	437
336.804	Cr	2	161
336.809	S	1	1
336.812	Ce	1	6
336.814	Er	1	4230
336.817	Fe	1	7
336.833	Tm	2	203
336.837	Ce	1	11
336.838	Rh	1	351
336.842	Nb	1	13
336.845	Ru	1	161
336.848	Ir	1	46
336.855	Cs	2	1
336.857	Co	1	9
336.863	Zr	1	8
336.869	Ce	2	23
336.879	Ce	1	14
336.893	Ce	1	6
336.895	Sc	2	71
336.904	Ce	1	6
336.905	Ti	1	3
336.908	Nb	1	16
336.910	Ce	1	9
336.914	Fe	1	3
336.915	Tl	2	1
336.916	Nb	2	56
336.921	Ti	2	32
336.925	Mo	1	36
336.926	Zr	2	13
336.929	Ru	2	73
336.934	Fe	1	3
336.938	Ce	1	11
336.955	Fe	1	501
336.957	Ni	1	601
336.962	Gd	2	255
336.964	Tm	2	292
336.967	Ag	1	6
336.967	Ce	1	3
336.969	W	1	10
336.974	Ce	1	3
336.982	W	2	6
336.983	Nb	1	14
336.993	Mo	2	26
336.999	Ce	1	4
337.004	Ce	1	13
337.015	Nb	2	81
337.020	Os	1	61
337.022	Cr	1	32
337.024	W	2	16
337.033	Co	1	83
337.039	Ce	1	9
337.043	Ti	1	96
337.045	Cu	2	16
337.050	C	1	1
337.051	W	1	18
337.054	Mo	2	28
337.055	Er	2	283
337.059	Os	1	305
337.059	Zr	1	14
337.061	Nb	2	8
337.064	In	1	5
337.069	W	1	10
337.078	Fe	1	305
337.085	Dy	2	360
337.086	Ce	1	11
337.091	Cd	1	5
337.094	Co	2	5
337.101	Co	1	7
337.105	W	1	12
337.106	Ce	1	13
337.111	V	1	35
337.117	Ce	2	30
337.132	Nb	1	15
337.135	W	1	15
337.141	Cu	2	5
337.143	Cr	1	3
337.145	Ti	1	116
337.154	Ta	1	91
337.169	Mo	2	26
337.169	Dy	2	424
337.180	Th	2	290
337.181	Dy	2	232
337.184	Ce	1	9
337.185	O	2	1
337.186	Ru	1	89
337.190	S	1	1
337.199	Ni	1	411
337.200	Ca	1	3
337.206	Mo	1	8
337.207	Fe	1	48
337.209	Nb	1	9
337.213	Cr	2	31
337.215	Sc	2	158
337.219	W	2	13
337.220	Ti	2	26
337.225	Rh	1	501
337.235	Fe	1	2
337.239	Ce	1	4
337.248	S	1	1
337.251	Ag	2	5
337.253	Ce	1	9
337.256	Nb	2	211
337.264	Ce	1	4
337.266	V	2	7
337.268	Ca	3	5
337.270	P	2	1
337.275	Er	2	1925
337.278	Dy	2	463
337.279	Pt	1	3
337.279	Ti	2	481
337.286	Fe	1	3
337.292	Mo	1	7
337.299	Pt	1	11
337.300	Pd	1	1301
337.310	Mo	2	31
337.319	S	1	1
337.323	Co	1	61
337.323	W	1	14
337.342	Zr	2	23
337.345	Ce	2	29
337.353	Ni	2	1
337.358	Ti	1	5
337.359	Cu	2	9
337.360	K	1	1
337.372	Ce	2	29
337.375	W	1	21
337.381	Mo	1	13
337.387	Fe	1	6
337.397	Co	1	63
337.397	Ni	2	3
337.398	Ce	1	7
337.399	Ru	1	63
337.403	V	1	18
337.406	N	3	3
337.409	Nb	1	3
337.415	Ce	1	13
337.422	Fe	1	5
337.422	Ni	1	403
337.424	Nb	2	8
337.429	Dy	2	268
337.430	Co	1	63
337.435	Ti	2	13
337.445	Fe	1	7
337.449	Ce	1	5
337.450	Tm	2	376
337.458	Cr	1	28
337.458	Th	2	200
337.460	Ti	1	6
337.464	Ni	1	18
337.465	Sb	1	5
337.466	Ru	1	83
337.473	Zr	2	23
337.482	Ce	1	8
337.483	Mo	2	5
337.487	W	2	9
337.493	Cr	1	28
337.493	Nb	1	23
337.495	Cu	2	3
337.498	Th	1	503
337.511	W	1	13
337.513	Ce	1	13
337.522	Mo	1	23
337.524	Nd	2	523
337.548	Yb	2	57
337.551	Ce	1	8
337.556	Ni	1	7
337.558	Ce	1	8
337.559	Cr	1	9
337.564	Mo	1	23
337.567	Cu	1	28
337.570	Ti	1	18
337.574	Dy	2	359
337.577	Ce	2	23
337.582	Ni	2	3
337.600	Ce	1	5
337.606	V	1	83
337.613	Cr	1	28
337.614	W	2	12
337.620	Co	1	21
337.626	Zr	2	13
337.633	Ce	1	5
337.633	Ni	1	28
337.634	Nb	1	6
337.640	Cr	1	51
337.649	Ta	3	86
337.650	Fe	1	7
337.650	Lu	1	734
337.655	In	2	1
337.660	In	2	1
337.662	Dy	2	365
337.664	In	2	1
337.668	Ce	1	5
337.671	Mo	2	26
337.673	Nb	1	24
337.677	Mo	1	4
337.687	Cd	2	4
337.690	W	1	14
337.693	Co	1	3
337.696	Ce	1	3
337.699	Er	2	273
337.706	Co	1	101
337.708	Ba	1	22
337.713	Ce	2	56
337.720	Fe	1	11
337.720	O	2	1
337.730	Ce	1	3
337.737	Nb	2	21
337.740	V	1	51
337.745	Zr	2	36
337.748	Ti	1	26
337.758	P	2	1
337.758	Ti	1	36
337.763	V	1	91
337.770	Cu	2	4
337.773	Nb	1	5
337.777	Ce	1	9
337.784	Ce	1	6
337.784	Ni	2	1
337.806	Ru	1	61
337.811	W	1	1
337.812	Ce	1	6
337.818	Ce	1	6
337.819	Mo	1	11
337.820	U	1	385
337.821	Dy	2	302
337.830	Zr	2	8
337.836	Co	1	31
337.836	Cr	2	26
337.841	Dy	2	202
337.846	Mo	1	11
337.851	Cu	2	1
337.852	W	1	9
337.857	Th	2	238
337.868	Fe	1	151
337.868	Os	1	51
337.873	W	1	4
337.874	Co	1	41
337.876	P	1	1
337.881	Ce	2	6
337.889	Dy	2	197
337.897	Ni	2	1
337.901	Er	2	281
337.902	Fe	1	131
337.902	W	2	20
337.906	Re	2	51
337.917	Ce	2	33
337.917	Cr	1	47
337.920	Ti	1	36
337.927	W	1	6
337.930	Nb	2	102
337.937	V	1	10
337.939	Cr	2	107
337.952	Ta	2	69
337.956	Cr	1	13
337.961	Ru	1	79
337.962	W	1	3
337.969	Cu	1	6
337.970	Re	1	83
337.975	Mo	2	4
337.976	Gd	2	390
337.984	Cr	2	18
337.992	Zr	1	13
337.993	Ti	2	5
337.996	Cu	2	5
337.996	W	1	7
337.997	Mo	1	28
338.004	Tm	2	130
338.005	Nb	1	8
338.011	Fe	1	203
338.017	Ru	1	63
338.022	Mo	2	4
338.025	Eu	2	154
338.028	Ti	2	28
338.041	Nb	1	23
338.048	Nb	1	6
338.052	Gd	2	352
338.057	Ni	1	701
338.062	K	2	1
338.067	Pd	1	153
338.069	W	2	4
338.071	Cu	2	6
338.071	Sr	2	351
338.085	Ni	1	213
338.086	Nb	1	6
338.091	Ce	1	11
338.091	La	2	524
338.093	Nb	2	201
338.099	Fe	2	3
338.104	Zn	2	1
338.111	Mo	1	6
338.112	Ce	1	11
338.112	Cu	1	21
338.132	Er	2	283
338.133	Ti	1	21
338.134	Fe	1	21
338.134	Th	2	160
338.142	Cu	1	36
338.144	Ti	1	18
338.149	Ce	2	36
338.150	Co	1	116
338.154	Dy	2	175
338.176	Mo	1	20
338.204	Au	1	22
338.207	Cr	1	46
338.207	Er	1	1116
338.209	W	1	24
338.228	Bi	1	18
338.229	Mo	1	26
338.230	Ce	1	24
338.231	Ti	1	46
338.240	Fe	1	66
338.240	Sm	2	364
338.244	Nb	2	21
338.248	Mo	1	31
338.251	Ce	1	9
338.253	V	2	126
338.260	W	3	23
338.268	Cr	2	236
338.268	O	1	1
338.269	Ce	1	9
338.288	Ce	1	9
338.289	Ag	1	1701
338.290	Zr	1	4
338.309	Sb	2	1
338.311	Th	2	291
338.312	W	2	19
338.315	Sb	1	91
338.327	Ce	1	9
338.339	Ce	1	14
338.355	Mo	1	7
338.368	Ce	1	46
338.370	Fe	1	126
338.376	Ti	2	96
338.380	Nb	1	41
338.382	Pt	1	27
338.392	Ce	2	34
338.392	Co	1	86
338.398	Mo	2	27
338.399	Fe	1	226
338.400	Os	1	106
338.406	Ce	1	34
338.409	Dy	2	278
338.414	Hf	2	41
338.424	Cr	1	61
338.433	W	1	33
338.460	V	1	86
338.461	W	1	81
338.462	Mo	1	56
338.465	Cr	1	42
338.465	Nb	1	11
338.469	Hf	2	23
338.481	Cu	1	14
338.486	K	2	1
338.489	W	2	22
338.494	Cu	2	4
338.498	Se	2	1
338.500	Tm	2	477
338.502	Dy	2	1022
338.505	Ta	1	29
338.507	Ce	1	6
338.507	Er	2	755
338.509	Tm	1	1114
338.516	Ru	1	96
338.522	Co	1	266
338.524	Mo	1	8
338.525	Hg	2	1
338.531	Cr	1	33
338.534	Cd	1	9
338.539	Cu	1	3
338.544	Fe	1	4
338.549	Cd	2	1
338.555	Co	1	7
338.555	Fe	1	3
338.566	Nb	1	14
338.566	Ti	1	36
338.570	Ru	1	55
338.574	Ce	1	5
338.578	Zr	1	4
338.579	V	2	6
338.581	Nb	1	9
338.581	Ni	2	1
338.582	W	1	18
338.585	S	1	1
338.587	Mo	1	10
338.594	Ti	1	84
338.608	Ce	1	12
338.610	W	1	13
338.624	Nb	2	9
338.627	Mo	2	5
338.628	Nd	2	385
338.633	Ni	3	4
338.639	Ca	1	5
338.640	Ce	1	6
338.650	W	2	4
338.650	Th	2	226
338.651	Cr	1	34
338.657	Dy	2	759
338.679	W	1	8
338.685	Ce	1	12
338.690	Zr	1	6
338.699	Nb	1	14
338.706	Co	1	6
338.710	Ag	1	4
338.710	S	3	1
338.711	Zr	1	3
338.732	Ni	2	1
338.734	Ce	1	5
338.738	V	1	17
338.741	Fe	1	44
338.752	Ni	2	3
338.755	Ce	1	3
338.757	Nb	1	9
338.763	Fe	1	6
338.763	W	2	13
338.772	Co	2	18
338.775	Mo	1	19
338.775	Nb	1	14
338.778	Ce	2	23
338.783	Ti	2	73
338.784	Os	1	113
338.787	Zr	2	113
338.792	Nb	1	13
338.792	Th	1	383
338.802	Nd	2	329
338.813	Fe	2	13
338.817	Co	3	263
338.830	Zr	2	63
338.840	Ce	2	21
338.845	Mo	1	23
338.848	Ce	1	18
338.849	Co	1	16
338.863	Fe	1	18
338.871	Cr	1	53
338.871	Ru	1	93
338.873	Mo	1	16
338.875	Ti	2	25
338.882	W	1	23
338.885	Cd	2	7
338.885	Dy	2	348
338.895	Mo	1	7
338.896	Fe	1	4
338.920	Ce	2	6
338.927	Zr	1	3
338.938	Ag	1	3
338.940	Pb	2	1
338.941	Ce	1	6
338.945	Dy	2	333
338.946	Th	1	446
338.950	Ru	1	79
338.952	W	2	5
338.959	Er	2	207
338.962	Ti	1	7
338.964	Ce	1	9
338.975	Fe	1	20
338.980	Mo	3	36
338.983	Ce	1	9
338.983	Hf	2	71
338.989	Ca	1	5
338.990	Ti	1	4
338.994	Nb	2	82
339.006	Hg	1	51
339.008	Fe	1	3
339.010	Mo	1	9
339.020	Ta	2	1
339.025	O	2	1
339.038	V	1	21
339.038	U	1	1225
339.040	Co	1	33
339.041	Nb	1	14
339.051	Ce	2	22
339.062	Nb	1	81
339.067	Ti	1	46
339.076	V	1	56
339.077	Cr	1	31
339.080	Nb	1	21
339.081	Ce	1	9
339.088	Gd	2	187
339.096	U	1	492
339.104	Hg	1	1
339.105	Ni	1	401
339.110	W	1	11
339.129	Os	1	3
339.133	Nb	1	6
339.136	Cr	1	13
339.141	Cr	2	5
339.153	Mo	1	5
339.153	W	1	11
339.159	Ce	1	11
339.159	Nb	2	2
339.184	Mo	2	2
339.188	Ce	1	4
339.189	Ru	1	51
339.197	Dy	2	756
339.198	Zr	2	301
339.199	Er	2	620
339.201	Cu	1	8
339.201	Fe	1	21
339.217	Mo	1	16
339.219	Ti	1	3
339.225	Ce	1	4
339.231	Fe	1	126
339.234	Nb	1	21
339.253	Ru	1	101
339.253	Gd	2	405
339.265	Fe	1	301
339.266	V	2	2
339.271	Ti	1	21
339.278	Ce	2	11
339.281	Ca	1	2
339.298	Cu	1	6
339.299	Ni	1	601
339.300	Cr	2	111
339.311	Rb	2	1
339.312	Mo	2	11
339.312	Zr	2	56
339.319	Tm	1	561
339.338	Fe	1	10
339.353	Bi	1	3
339.357	Ce	1	11
339.357	Dy	2	805
339.361	Au	2	4
339.363	Gd	2	304
339.364	Nd	2	431
339.365	Mo	1	31
339.375	W	1	10
339.381	Nb	2	17
339.385	Cr	2	141
339.392	Ce	2	32
339.392	Fe	1	8
339.398	Dy	2	329
339.409	Fe	1	10
339.409	Nb	1	6
339.409	Er	2	213
339.413	Ce	2	16
339.432	Cr	2	16
339.447	W	2	2
339.457	Ti	2	71
339.458	Fe	1	151
339.458	Hf	2	21
339.461	W	1	7
339.463	Zr	2	3
339.477	U	2	286
339.480	Th	2	319
339.481	Mo	2	1
339.491	Co	1	8
339.492	W	2	1
339.498	Hf	2	21
339.498	Nb	2	3
339.503	Ce	1	16
339.512	Gd	2	700
339.532	Fe	2	1
339.535	P	1	1
339.536	Mo	2	26
339.538	Co	1	451
339.541	Ge	1	11
339.547	W	1	14
339.548	Cu	1	38
339.551	U	1	598
339.552	V	1	36
339.561	Mo	1	5
339.562	Cr	2	103
339.572	Nb	2	32
339.581	W	1	16
339.587	S	1	1
339.591	Sb	1	5
339.592	Nb	1	16
339.594	Fe	1	4
339.618	Ni	1	9
339.631	Hg	1	26
339.632	Cu	1	56
339.633	Zr	2	38
339.637	Nb	2	28
339.638	Fe	1	27
339.639	Th	2	257
339.645	Co	1	29
339.646	Th	2	305
339.651	V	1	41
339.658	Eu	2	410
339.665	Zr	2	34
339.672	Ce	2	41
339.673	Th	1	375
339.682	Mo	1	30
339.685	Rh	1	1026
339.698	Fe	1	151
339.707	Lu	2	242
339.708	Ce	1	38
339.718	U	1	372
339.721	Bi	1	126
339.721	Fe	1	27
339.722	Gd	1	538
339.724	Ni	1	28
339.726	Hf	1	46
339.732	Nb	2	26
339.733	Gd	1	444
339.746	W	1	30
339.751	Nb	2	26
339.756	Fe	1	27
339.758	V	1	29
339.764	Fe	1	36
339.764	Zr	1	34
339.768	Mo	1	46
339.784	V	1	56
339.787	Tm	1	285
339.791	Zr	1	34
339.803	Tm	2	215
339.809	W	1	36
339.822	Fe	1	28
339.825	Nb	1	41
339.826	V	1	38
339.833	Ce	1	36
339.833	W	1	26
339.837	Ta	3	61
339.855	Th	1	392
339.862	Ti	1	46
339.863	Ce	1	30
339.872	Ce	1	36
339.881	Co	1	46
339.891	Ce	3	41
339.892	W	2	30
339.895	Ho	2	1302
339.904	Sn	1	26
339.907	Ce	1	28
339.911	Ni	2	26
339.923	Fe	1	31
339.930	Re	1	226
339.934	Fe	1	226
339.935	Zr	2	126
339.936	Dy	2	217
339.938	Ru	1	86
339.940	Nb	1	46
339.954	Cr	2	27
339.967	Cd	2	26
339.970	Rh	1	526
339.971	Nb	2	41
339.978	Hf	2	86
339.993	Sb	2	27
339.995	Tm	2	332
339.996	Nb	1	36
339.997	Cs	1	56
339.999	Gd	2	313
340.011	Na	2	26
340.015	Mo	2	27
340.016	Ti	1	36
340.021	Hf	1	41
340.025	Ce	2	34
340.040	V	1	126
340.046	Co	1	31
340.055	W	1	31
340.076	Zr	1	28
340.105	Ni	2	26
340.117	Ni	1	66
340.122	Nb	2	28
340.134	V	1	41
340.139	W	1	33
340.152	Fe	1	176
340.161	Co	1	44
340.174	Ru	1	126
340.176	Ni	2	26
340.179	Zr	1	30
340.186	Os	1	226
340.189	W	2	33
340.190	Pb	1	46
340.191	Co	1	46
340.200	V	2	26
340.201	Dy	1	714
340.202	Ce	1	28
340.202	Nb	2	26
340.206	Co	1	36
340.207	Gd	2	719
340.216	Cd	2	26
340.218	Ce	1	36
340.219	W	2	26
340.224	Cu	1	71
340.226	Fe	1	176
340.231	Mo	1	31
340.242	Ti	2	41
340.243	Cr	2	51
340.251	Hf	1	46
340.251	Os	1	226
340.252	Zr	2	28
340.254	Ce	1	29
340.257	V	1	86
340.270	Th	2	364
340.276	W	1	10
340.277	Hg	1	1
340.280	Bi	1	4
340.281	Mo	3	106
340.287	Zr	2	21
340.301	Nb	1	101
340.308	Gd	2	213
340.318	Ce	1	11
340.328	Ni	2	1
340.330	Cr	2	231
